INCIDENT INFO,START_DT,QUADRANT
1a Street and 58 Avenue SW,4/20/2018 11:21,SW
Southbound Deerfoot Trail approaching Glenmore Trail SE,4/20/2018 10:25,SE
17 Avenue and Richmond Road SW,4/20/2018 9:26,SW
Northbound Macleod Trail approaching Bannister Road SE,4/20/2018 8:42,SE
Westbound James Mckevitt Road and Macleod Trail SW,4/20/2018 8:35,SW
Deerfoot Trail and 16 Avenue NE,4/20/2018 5:03,NE
Spruce Drive at Plum Tree Place SW,4/19/2018 20:04,SW
11 Street between 9 Avenue and 10 Avenue SW,4/19/2018 19:31,SW
Westbound McKnight Boulevard at Barlow Trail NE,4/19/2018 19:06,NE
Westbound Crowchild Trail at Sarcee Trail NW,4/19/2018 17:57,NW
26 Avenue and 11 Street SE,4/19/2018 16:46,SE
Eastbound 16 Avenue at Deerfoot Trail NE,4/19/2018 15:55,NE
Northbound Macleod Trail at Canyon Meadows Drive SE,4/19/2018 8:53,SE
Westbound 16 Avenue at 14 Street NW,4/18/2018 19:39,NW
130 Avenue and 52 Street SE,4/18/2018 19:36,SE
Northbound Crowchild Trail at 5 Avenue NW,4/18/2018 19:33,NW
Panamount Boulevard and Harvest Hills Boulevard NW,4/18/2018 19:02,NW
Southbound Chaparral Boulevard at Chaparral Drive SE,4/18/2018 18:31,SE
Northbound 68 Street at Mcknight Boulevard NE,4/18/2018 17:45,NE
19 Street and 8 Avenue NE,4/18/2018 17:11,NE
Bow Trail at 26 Street SW,4/18/2018 15:32,SW
Erin Woods Boulevard and 36 Street SE,4/18/2018 11:45,SE
Westbound 4 Avenue at Macleod Trail SE,4/18/2018 11:12,SE
Westbound 16 Avenue and 19 Street NE,4/18/2018 10:38,NE
Westbound Country Hills Boulevard and Metis Trail NE,4/18/2018 9:26,NE
Eastbound Memorial Drive and Crowchild Trail NW,4/18/2018 9:22,NW
Northbound Shaganappi Trail at 16 Avenue NW,4/18/2018 9:11,NW
Southbound 14 Street and 64 Avenue NW,4/18/2018 7:24,NW
Northbound Crowchild Trail and Bow Trail SW,4/17/2018 19:11,SW
Southbound 14 Street to Westbound 9 Avenue SW,4/17/2018 19:07,SW
Eastbound Memorial Drive and Edmonton Trail NE,4/17/2018 18:57,NE
Symons Valley Parkway and Symons Valley Road NW,4/17/2018 18:56,NW
17 Street and 12 Avenue SW,4/17/2018 18:35,SW
Southbound Crowchild Trail approaching Glenmore Trail SW,4/17/2018 17:48,SW
Northbound Blackfoot Trail approaching Heritage Drive SE,4/17/2018 17:11,SE
Southbound 52 Street and Temple Drive NE,4/17/2018 16:54,NE
Northbound Macleod Trail and 73 Avenue SW,4/17/2018 14:57,SW
Falconridge Boulevard and Castleridge Boulevard NE,4/17/2018 14:38,NE
Southbound Deerfoot Trail at Memorial Drive NE,4/17/2018 9:58,SE
Northbound 52 Street at 44 Avenue NE,4/16/2018 22:02,NE
Northbound 52 Street at Rundlehorn Drive NE,4/16/2018 19:22,NE
Northbound Shaganappi Trail at John Laurie Boulevard NW,4/16/2018 18:29,NW
Westbound Memorial Drive approaching Deerfoot Trail NE,4/16/2018 17:17,SE
Westbound Glenmore Trail between Macleod Trail and Elbow Drive SW,4/16/2018 16:02,SW
Eastbound Southland Drive approaching Macleod Trail SW,4/16/2018 15:45,SW
Eastbound Glenmore Trail at Blackfoot Trail SE,4/16/2018 15:11,SE
Mahogany Gate and 52 Street SE,4/16/2018 13:20,SE
Northbound Stoney Trail at Glemnore Trail SE,4/16/2018 12:23,SE
Southbound 36 Street and Whitehorn Drive NE,4/16/2018 10:15,NE
Northbound Stoney Trail at Crowchild Trail NW,4/16/2018 10:08,NW
Rocky Ridge Road and Rock Lake Drive NW,4/16/2018 10:04,NW
Anderson Road at Macleod Trail SE,4/16/2018 9:02,SW
Southbound 1 Street and 17 Avenue SE,4/16/2018 8:44,SE
17 Avenue and Gateway Drive SW,4/15/2018 22:09,SW
Centre Street and 78 Avenue N,4/15/2018 19:55,NW
James Mckevitt Road and Spruce Meadows Trail SW,4/15/2018 17:38,SW
Southbound Metis Trail at Stoney Trail NE,4/15/2018 17:31,NE
Westbound Airport Trail at 19 Street NE,4/15/2018 17:06,NE
Southbound Deerfoot Trail at Stoney Trail SE,4/15/2018 15:41,SE
Glenmore Trail and 14 Street SW,4/15/2018 15:14,SW
19 Avenue and 15 Street SE,4/15/2018 14:34,SE
Southbound Macleod Trail and 162 Avenue SE,4/15/2018 4:47,SE
Falconridge Drive and Castleridge Boulevard NE,4/15/2018 0:27,NE
Southbound Shaganappi Trail at Crowchild Trail NW,4/14/2018 21:42,NW
14 Street at Kensington Road NW,4/14/2018 19:41,NW
Northbound Macleod Trail at 6 Avenue SE,4/14/2018 18:07,SE
54 Street and Martindale Drive NE,4/14/2018 16:16,NE
Southbound 36 Street at 17 Avenue SE,4/14/2018 16:06,SE
Crowchild Trail and Stoney Trail NW,4/14/2018 14:33,NW
Coventry Boulevard and Country Hills Boulevard NE,4/14/2018 14:04,NE
Macleod Trail and 4 Avenue SE,4/14/2018 13:08,SE
Fallswater Road and Falconridge Drive NE,4/14/2018 12:59,NE
Deerfoot Trail and Memorial Drive SE,4/14/2018 12:08,SE
17 Avenue and 15 Street SW,4/14/2018 11:42,SW
Country Hills Blvd and Beddington Trail,4/14/2018 10:50,NW
6 Avenue and 14 Street NW,4/14/2018 10:05,NW
Country Hills Boulevard at 60 Avenue NE,4/14/2018 3:28,NE
Saddletowne Circle at 80 Avenue NE,4/14/2018 0:58,NE
17 Avenue and 37 Street SW,4/13/2018 22:22,SW
58 Avenue and Burbank Road SE,4/13/2018 20:20,SE
Westbound 130 Avenue and 50 Street SE,4/13/2018 20:19,SE
14 Street and 19 Avenue SW,4/13/2018 19:13,SW
Westbound Mcknight Boulevard and Deerfoot Trail NE,4/13/2018 19:01,NE
Southbound Deerfoot Trail approaching 17 Avenue SE,4/13/2018 17:37,SE
Northbound Crowchild Trail approaching 24 Avenue NW,4/13/2018 17:19,NW
Southbound Sarcee Trail and Stoney Trail NW,4/13/2018 17:11,NW
32 Avenue and Rundlelawn Road NE,4/13/2018 17:01,NE
Memorial Drive and 36 Street NE,4/13/2018 16:49,SE
Macleod Trail and Lake Fraser Gate SE,4/13/2018 15:53,SW
Eastbound Stoney Trail and Deerfoot Trail SE,4/13/2018 15:42,SE
Southbound 14 Street at 75 Avenue SW,4/13/2018 15:15,SW
Northbound 36 Street at 16 Avenue NE,4/13/2018 14:58,NE
Southbound Macleod Trail and Bannister Road SE,4/13/2018 14:24,SE
Eastbound Glenmore Trail approaching 14 Street SW,4/13/2018 13:40,SW
17 Avenue at 28 Street SE,4/13/2018 12:14,SE
Coventry Hills Boulevard and Coventry Drive NE,4/13/2018 10:49,NE
Sarcee Trail and 112 Avenue NW,4/13/2018 10:45,NW
Panatella Boulevard and Harvest Hills Boulevard NW,4/13/2018 10:25,NW
Eastbound Stoney Trail onto Northbound Deerfoot Trail SE,4/13/2018 10:08,SE
Centre Avenue and Manning Road NE,4/13/2018 9:23,SE
Eastbound 16 Avenue west of 14 Street NW,4/13/2018 9:18,NW
6 Street and 32 Avenue NE,4/13/2018 7:22,NE
Westbound 33 Avenue at Northbound Crowchild Trail SW,4/13/2018 1:15,SW
Northbound Metis Trail at 88 Avenue NE,4/13/2018 0:49,NE
Southbound Deerfoot Trail onto Westbound McKnight Boulevard NE,4/13/2018 0:43,NE
Eastbound Glenmore Trail at Deerfoot Trail SE,4/13/2018 0:40,SE
Southbound Deerfoot Trail at Bow Bottom Trail SE,4/13/2018 0:27,SE
17 Avenue at 19A Street SW,4/13/2018 0:13,SW
17 Avenue at Glenside Drive SW,4/13/2018 0:11,SW
Westbound McKnight Boulevard at 36 Street NE,4/13/2018 0:10,NE
Southbound Deerfoot Trail at Ivor Strong Bridge SE,4/13/2018 0:05,SE
Macleod Trail at 61 Avenue SE,4/12/2018 23:53,SW
Falshire Drive and Falconridge Boulevard NE,4/12/2018 23:31,NE
Northbound Deerfoot Trail and Anderson Road SE,4/12/2018 23:29,SE
Northbound Crowchild Trail and 17 Avenue SW,4/12/2018 23:27,SW
Northbound Macleod Trail and 25 Avenue SE,4/12/2018 23:13,SE
Northbound Deerfoot Trail and Douglasdale Boulevard SE,4/12/2018 23:08,SE
Eastbound 16 Avenue and 52 Street NE,4/12/2018 23:00,NE
Northbound Deerfoot Trail and 16 Avenue NE,4/12/2018 22:59,NE
Southbound Stoney Trail and McKnight Boulevard NE,4/12/2018 22:46,NE
Southbound Deerfoot Trail and Seton Boulevard SE,4/12/2018 22:26,SE
Southbound Stoney Trail and 16 Avenue NE,4/12/2018 22:23,NE
Northbound Deerfoot Trail and 17 Avenue SE,4/12/2018 22:11,SE
Northbound Crowchild Trail and Flanders Avenue SW,4/12/2018 22:08,SW
17 Avenue and Crowchild Trail SW,4/12/2018 21:58,SW
Southbound Sarcee Trail and Stoney Trail NW,4/12/2018 21:47,NW
Northbound Stoney Trail approaching 16 Avenue SE,4/12/2018 21:20,NE
Westbound 16 Avenue and 52 Street NE,4/12/2018 21:13,NE
Northbound 36 Street and 16 Avenue NE,4/12/2018 20:49,NE
Eastbound John Laurie Boulevard and 14 Street NW,4/12/2018 19:39,NW
33 Avenue and 22 Street SW,4/12/2018 19:24,SW
Hidden Valley Drive and Shaganappi Trail NW,4/12/2018 19:21,NW
Northbound 36 Street and Airport Trail NE,4/12/2018 19:09,NE
Sun Valley Boulevard and Stoney Trail SE,4/12/2018 18:58,SE
Southbound Sarcee Trail and John Laurie Boulevard NW,4/12/2018 18:42,NW
Westbound 16 Avenue approaching Deerfoot Trail NE,4/12/2018 18:34,NE
Eastbound 16 Avenue and Stoney Trail NW,4/12/2018 18:20,NE
56 Street and 28 Avenue NE,4/12/2018 15:02,NE
Canterbury Drive and Canova Road SW,4/12/2018 11:09,SW
Martindale Gate and Martindale Boulevard NE,4/12/2018 10:31,NE
5 Avenue and 20 Street NW,4/12/2018 10:02,NW
14 Street at 90 Avenue SW,4/12/2018 9:57,SW
Heritage Drive at Elbow Drive SW,4/12/2018 9:49,SW
16 Avenue and Home Road NW,4/12/2018 6:21,NW
19 Street and 16 Avenue NW,4/11/2018 20:41,NW
Westbound Memorial Drive west of Deerfoot Trail NE,4/11/2018 20:23,NE
Southbound Deerfoot Trail approaching Southland Drive SE,4/11/2018 19:38,SE
Southbound Deerfoot Trail and 32 Avenue NE,4/11/2018 18:19,NE
Heritage Meadows Way and 11 Street SE,4/11/2018 16:09,SE
Anderson Road at Acadia Drive SE,4/11/2018 14:29,SE
Northbound Macleod Trail at 36 Avenue SW,4/11/2018 11:35,SE
Edmonton Trail and 20 Avenue NE,4/11/2018 10:47,NE
Eastbound Bow Trail at 26 Avenue SW,4/11/2018 10:28,SW
Southbound Nose Hill Drive at Crowchild Trail NW,4/11/2018 10:01,NW
Eastbound Stoney Trail approaching Macleod Trail SE,4/11/2018 9:43,SE
Shawinigan Drive and Shawnessy Boulevard SW,4/11/2018 9:40,SW
106 Avenue and 50 Street SE,4/11/2018 9:17,SE
Northbound 52 Street at 114 Avenue SE,4/11/2018 9:15,SE
Southbound Deerfoo Trail at the Calf Robe Bridge SE,4/10/2018 23:53,SE
Mckenzie Lake Boulevard and Mt Mckenzie Drive SE,4/10/2018 23:51,SE
64 Avenue and Castleridge Boulevard NE,4/10/2018 23:25,NE
Southbound Deerfoot Trail and Barlow Trail SE,4/10/2018 20:49,SE
Westbound Glenmore Trail at 14 Street SW,4/10/2018 19:28,SW
Southbound Deerfoot Trail and Glenmore Trail SE,4/10/2018 18:59,SE
Southbound Deerfoot Trail and Glenmore Trail SE,4/10/2018 18:59,SE
Southbound Deerfoot Trail and Bow Bottom Trail SE,4/10/2018 17:42,SE
James Mckevitt Road and Fish Creek Boulevard SW,4/10/2018 17:09,SW
Old Banff Coach Road and 77 Street SW,4/10/2018 16:35,SW
Westbound Airport Trail and Deerfoot Trail NE,4/10/2018 16:29,NE
Westbound Country Hills Boulevard at Stoney Trail NE,4/10/2018 14:50,NE
14 Street and 15 Avenue SW,4/10/2018 12:55,SW
Macleod Trail and 42 Avenue SW,4/10/2018 12:30,SW
Saddlemont Way and 80 Avenue NE,4/10/2018 11:46,NE
Silverado Saddle Avenue and Silverado Bank Circle SW,4/10/2018 10:01,SW
Eastbound Glenmore Trail at Barlow Trail SE,4/10/2018 9:11,SE
Rundlehorn Drive and 36 Street NE,4/10/2018 0:27,NE
Westbound Glenmore Trail and 52 Street SE,4/9/2018 20:02,SE
Southbound 14 Street at 75 Avenue SW,4/9/2018 19:52,SW
Edmonton Trail and 3 Avenue NE,4/9/2018 19:41,NE
Eastbound Memorial Drive approaching Deerfoot Trail SE,4/9/2018 19:15,SE
68 Street and Applewood Drive SE,4/9/2018 18:45,SE
Braeside Drive and Braxton Road SW,4/9/2018 18:34,SW
Southbound 52 Street and 106 Avenue SE,4/9/2018 18:15,SE
Southbound Deerfoot Trail and Southland Drive SE,4/9/2018 17:49,SE
Southbound Macleod Trail approaching Anderson Road SE,4/9/2018 12:49,SW
Willow Park Drive and Macleod Trail SE,4/9/2018 12:49,SW
Southbound Sarcee Trail at 16 Avenue NW,4/9/2018 12:35,NW
Northbound Deerfoot Trail at Douglasdale Boulevard SE,4/9/2018 10:57,SE
Bishop Wy and Richardson Wy SW,4/9/2018 10:48,SW
11 Street and 15 Avenue SW,4/9/2018 1:27,SW
Crowchild Trail and Crowfoot Ri NW,4/8/2018 21:16,NW
16 Avenue and 36 Street NE,4/8/2018 20:52,NE
Deerfoot Trail and Mcknight Bvld NE,4/8/2018 18:55,NE
Centre Street and 4 Street NW,4/8/2018 18:43,NW
Sarcee Trail and John Laurie Boulevard NW,4/8/2018 15:50,NW
Southbound 36 Street at 39 Avenue NE,4/8/2018 15:16,NE
Harvest Hills Boulevard and Centre Street N,4/8/2018 14:37,NW
Stoney Trail and Deerfoot Trail NE,4/8/2018 12:34,NE
Southbound Crowchild Trail approaching 24 Avenue NW,4/8/2018 12:11,NW
Westbound Stoney Trail at Sarcee Trail NW,4/8/2018 11:43,NW
Southbound Metis Trail to Westbound McKnight Boulevard NE,4/8/2018 11:29,NE
Southbound Deerfoot Trail at Calfrobe Bridge SE,4/8/2018 10:49,SE
Northbound Crowchild Trail approaching 33 Avenue SW,4/8/2018 10:40,SW
Northbound Stoney Trail at 16 Avenue NE,4/8/2018 8:54,NE
Chaparral Drive at Chaparral Boulevard SE,4/8/2018 8:51,SE
Southbound Stoney Trail and Country Hills Boulevard NE,4/8/2018 6:36,NE
11 Avenue at 14 Street NW,4/8/2018 5:42,NW
Eastbound Anderson Road and Deerfoot Trail SE,4/8/2018 5:38,SE
Westbound Memorial Drive and Kensington Road NW,4/8/2018 4:34,NW
Eastbound Stoney Trail and Spruce Meadows Way SW,4/8/2018 3:16,SE
6 Avenue and 9 Street SW,4/8/2018 3:07,SW
Westbound Glenmore Trail and Heritage Drive SE,4/8/2018 2:41,SE
Eastbound Glenmore Trail to Northbound Crowchild Trail SW,4/8/2018 1:48,SW
Southbound 14 Street and John Laurie Boulevard NW,4/8/2018 1:44,NW
Southbound Deerfoot Trail and 32 Avenue NE,4/8/2018 1:42,NE
Eastbound Anderson Road east of Macloed Trail SE,4/8/2018 1:22,SW
Northbound Deerfoot Trail and 16 Avenue NE,4/7/2018 23:59,NE
17 Avenue and Crowchild Trail SW,4/7/2018 23:26,SW
34 Avenue and 14 Street SW,4/7/2018 22:37,SW
Marthas Wy and 80 Avenue NE,4/7/2018 22:11,NE
10 Avenue and 13 Street SW,4/7/2018 20:26,SW
12 Avenue and 4 Street SW,4/7/2018 17:53,SW
14 Street and Hidden Valley Ht NW,4/7/2018 17:27,NW
15 Street and 19 Avenue SE,4/7/2018 16:41,SE
Bow Trail and Old Banff Coach Road SW,4/7/2018 16:06,SW
Deerfoot Trail and Seton Boulevard SE,4/7/2018 13:51,SE
Northbound Elbow Drive at Glenmore Trail SW,4/7/2018 12:20,SW
Northbound Deerfoot Trail at Southland Drive SE,4/7/2018 10:01,SE
Shaganappi Trail and Northland Drive NW,4/7/2018 8:26,NW
Northbound Deerfoot Trail and 64 Avenue NE,4/7/2018 5:57,NE
Southbound Deerfoot Trail and 130 Avenue SE,4/7/2018 1:51,SE
Northbound Deerfoot Trail and 17 Avenue SE,4/7/2018 1:44,SE
128 Avenue and Redstone Street NE,4/7/2018 0:01,NE
32 Avenue and 68 Street NE,4/6/2018 23:42,NE
Southbound Sarcee Trail at Bow Trail SW,4/6/2018 20:17,SW
15 Street and 17 Avenue SW,4/6/2018 19:02,SW
Westbound Anderson Road and Acadia Drive SE,4/6/2018 18:31,SE
Olympic Wy and 11 Avenue SE,4/6/2018 17:49,SE
Castleridge Boulevard and Westwinds Drive NE,4/6/2018 16:46,NE
Westbound 16 Avenue and 19 Street NE,4/6/2018 16:06,NE
Eastbound Country Hills Boulevard and Stoney Trail NE,4/6/2018 16:00,NE
2 Avenue and 9A Street NW,4/6/2018 14:59,NW
Falconridge Boulevard and 64 Avenue NE,4/6/2018 14:02,NE
Northbound Crowchild Trail and 17 Avenue SW,4/6/2018 11:42,SW
Blackfoot Trail and Alyth Road SE,4/6/2018 11:27,SE
13 Avenue at University Drive NW,4/6/2018 11:11,NW
Eastbound Crowchild Trail at Stoney Trail NW,4/6/2018 10:52,NW
33 Avenue at Crowchild Trail SW,4/6/2018 10:14,SW
Eastbound Glenmore Trail approaching 14 Street SW,4/6/2018 9:56,SW
Northbound Deerfoot Trail at Glenmore Trail SE,4/6/2018 9:51,SE
Eastbound Stoney Trail at Deerfoot Trail SE,4/6/2018 9:05,SE
Northbound Deerfoot Trail at Bow Bottom Trail SE,4/6/2018 8:58,SE
Memorial Drive and 47 Street SE,4/6/2018 4:32,SE
Macleod Trail and 210 Avenue SE,4/6/2018 0:26,SE
84 Street and 17 Avenue SE,4/6/2018 0:25,SE
Braeside Drive and Oakfield Drive SW,4/5/2018 23:53,SW
4 Street and 40 Avenue NW,4/5/2018 23:51,NW
Centre Street and 78 Avenue NW,4/5/2018 21:57,NW
Westbound Glenmore Trail and Macleod Trail SW,4/5/2018 19:00,SW
Southbound Deerfoot Trail at Southland Drive SE,4/5/2018 18:54,SE
Northbound 46 Street and 16 Avenue NW,4/5/2018 17:42,NW
John Laurie Boulevard and Sarcee Trail NW,4/5/2018 14:09,NW
Eastbound Memorial Drive and Deerfoot Trail NE,4/5/2018 12:11,NE
17 Avenue and 44 Street SE,4/5/2018 11:17,SE
6 Street and 9 Avenue SW,4/5/2018 10:53,SW
44 Street and 72 Avenue SE,4/5/2018 8:43,SE
Macleod Trail and Heritage Drive SW,4/5/2018 1:21,SW
17 Avenue and Anatapi Lane SW,4/4/2018 22:21,SW
Northbound 5 Street at Glenmore Trail SW,4/4/2018 13:46,SW
Southbound 14 Street at 17 Avenue SW,4/4/2018 13:44,SW
Eastbound 16 Avenue at Deerfoot Trail NE,4/4/2018 12:45,NE
Westbound Memorial Drive at 4 Avenue Flyover SE,4/4/2018 12:26,NE
Eastbound Glenmore Trail approaching Crowchild Trail SW,4/4/2018 10:54,SW
9 Avenue at 8 Street SW,4/4/2018 9:46,SW
Westbound Memorial Drive approaching 36 Street NE,4/4/2018 8:28,SE
3 Street and 12 Avenue SE,4/4/2018 2:44,SE
Country Village Road and Harvest Hills Boulevard N,4/4/2018 1:33,NW
Northbound Deerfoot Trail approaching 17 Avenue SE,4/3/2018 23:33,SE
Southbound Macleod Trail and Heritage Drive SW,4/3/2018 21:24,SW
Eastbound Country Hills Boulevard at Stony Trail NE,4/3/2018 21:00,NE
68 Street and Memorial Drive NE,4/3/2018 20:48,NE
Richmond Road and 45 Street SW,4/3/2018 20:21,SW
Falconridge Drive and Falsbridge Drive NE,4/3/2018 18:16,NE
Elbow Drive and Glenmore Trail SW,4/3/2018 18:10,SW
5 Street and Glenmore Trail SW,4/3/2018 18:10,SW
Eastbound Memorial Drive and 4 Street NE,4/3/2018 18:04,NE
52 Street and McKenzie Towne Li SE,4/3/2018 18:00,SE
Northbound Macleod Trail and 11 Avenue SE,4/3/2018 17:57,SE
Eastbound Memorial Drive approaching 10 Street NW,4/3/2018 17:41,NW
14 Street and Memorial Drive NW,4/3/2018 17:41,NW
Westbound 32 Avenue at Deerfoot Trail NE,4/3/2018 13:29,NE
40 Avenue and Centre Street N,4/3/2018 11:37,NE
Eastbound 130 Avenue approaching 46 Street SE,4/3/2018 11:34,SE
Westbound Stoney Trail at Metis Trail NE,4/3/2018 4:37,NE
Northbound Deerfoot Trail at  16 Avenue NE,4/2/2018 18:39,NE
Northbound Deerfoot Trail at  16 Avenue NE,4/2/2018 18:39,NE
Northbound 3 Street and 5 Avenue SE,4/2/2018 17:12,SE
Southbound Macleod Trail approaching 17 Avenue SE,4/2/2018 16:25,SE
Southbound Metis Trail and Country Hills Boulevard NE,4/2/2018 16:00,NE
Edgemont Boulevard at Shaganappi Trail NW,4/2/2018 14:11,NW
80 Avenue and Saddletowne Circle NE,4/2/2018 10:11,NE
Bow Trail and Old Banff Coach Road SW,4/2/2018 9:27,SW
58 Avenue and 1a Street SW,4/2/2018 9:07,SW
4 Street and 10 Avenue SW,4/2/2018 8:16,SW
Barlow Trail and 48 Avenue NE,4/1/2018 22:31,NE
53 Street and Dalhousie Drive NW,4/1/2018 21:00,NW
Blackfoot Trail and 58 Avenue SE,4/1/2018 17:41,SE
68 Street and 64 Avenue NE,4/1/2018 16:00,NE
Westbound 17 Avenue and 34 Street SE,4/1/2018 15:28,SE
Eastbound 16 Avenue approaching Barlow Trail NE,4/1/2018 15:25,NE
Metis Trail and 64 Avenue NE,4/1/2018 11:18,NE
146 Avenue and Bow Bottom Trail SE,3/31/2018 23:21,SE
Deerfoot Trail and Glenmore Trail SE,3/31/2018 22:46,SE
7556 Falconridge Blvd NE,3/31/2018 22:30,NE
Springborough Boulevard and 69 Street SW,3/31/2018 19:58,SW
Castleridge Blvd and Westwinds drive NE,3/31/2018 18:38,NE
Southbound Deerfoot Trail and Mcknight Boulevard NE,3/31/2018 13:39,NE
Westbound 16 Avenue and University Drive NW,3/31/2018 5:11,NW
Sarcee Trail and 144 Avenue NW,3/31/2018 4:50,NW
27 Avenue and 23 Street NE,3/31/2018 3:25,NE
Westbound 16 Avenue and Deerfoot Trail NE,3/31/2018 3:10,NE
Southbound Deerfoot Trail at Glenmore Trail SE,3/30/2018 23:07,SE
Anderson Road and Macleod Trail SW,3/30/2018 22:49,SE
Westbound Stoney Trail at Macleod Trail SE,3/30/2018 10:00,SE
Southbound Deerfoot Trail and 32 Avenue NE,3/30/2018 4:27,NE
Southbound 36 Street and 12 Avenue NE,3/30/2018 1:36,NE
Northbound 28 Street and Memorial Drive SE,3/30/2018 1:23,SE
Northbound 68 Street north of 16 Avenue NE,3/30/2018 0:48,NE
64 Avenue at Martindale Boulevard NE,3/30/2018 0:36,NE
Eastbound Memorial Drive and 12 Street NE,3/30/2018 0:13,NE
Northbound 52 Street and McKnight Boulevard NE,3/29/2018 23:55,NE
Westbound Crowchild Trail to Brisebois Drive NW,3/29/2018 23:48,NW
Westbound McKnight Boulevard approaching Edmonton Trail NE,3/29/2018 23:33,NE
Bow Trail and Old Banff Coach Road SW,3/29/2018 23:26,SW
39 Street and Marlborough Wy NE,3/29/2018 23:25,NE
14 Street and John Laurie Boulevard NW,3/29/2018 23:23,NW
Stoney Trail and 14 Street NW,3/29/2018 23:17,NW
Southbound Macleod Trail at Canyon Meadows Drive SE,3/29/2018 23:06,SE
Northbound Macleod Trail approaching Canyon Meadows Drive SE,3/29/2018 23:04,SE
Northbound Macleod Trail approaching Canyon Meadows Drive SE,3/29/2018 23:04,SE
Sarcee Trail at Country Hills Boulevard NW,3/29/2018 22:56,NW
Edgebrook Boulevard and Country Hills Boulevard NW,3/29/2018 22:47,NW
Shaganappi Trail and Country Hills Boulevard NW,3/29/2018 22:39,NW
Shaganappi Trail and Country Hills Boulevard NW,3/29/2018 22:39,NW
Centre Street and 22 Avenue N,3/29/2018 22:36,NE
Seton Boulevard and Auburn Bay Gate SE,3/29/2018 18:36,SE
Westbound Memorial Drive and Deerfoot Trail NE,3/29/2018 17:45,SE
Eastbound Airport Trail and 19 Street NE,3/29/2018 17:01,NE
Westbound Airport Trail and 19 Street NE,3/29/2018 17:01,NE
Eastbound Airport Trail and 19 Street NE,3/29/2018 17:01,NE
Northbound Macleod Trail and 78 Avenue SW,3/29/2018 16:52,SE
Centre Street and 72 Avenue N,3/29/2018 15:29,NE
Southbound Crowchild Trail and Bow Trail SW,3/29/2018 15:14,SW
Stoney Trail and 17 Avenue SE,3/29/2018 14:45,SE
130 Avenue at Deerfoot Trail SE,3/29/2018 13:12,SE
Southbound Deerfoot Trail at McKnight Boulevard NE,3/29/2018 12:33,NE
Southbound 14 Street at 9 Avenue SW,3/29/2018 11:43,SW
Eastbound Glenmore Trail approaching Blackfoot Trail SE,3/29/2018 10:29,SE
Dalhousie Road and Dalhousie Drive NW,3/29/2018 9:01,NW
Beddington Trail at Hidden Creek Drive NW,3/29/2018 8:59,NW
8 Street and 6 Avenue SW,3/29/2018 1:31,SW
Southbound Crowchild Trail and 17 Avenue SW,3/29/2018 1:07,SW
34 Avenue and 26 Street SE,3/28/2018 22:50,SE
Macleod Trail and 61 Avenue SW,3/28/2018 21:49,SW
Centre Street and 13 Avenue SW,3/28/2018 21:27,SE
8 Street and 8 Avenue SW,3/28/2018 21:08,SW
59 Avenue and 1a Street SW,3/28/2018 18:36,SW
Northbound Sarcee Trail approaching Bow Trail SW,3/28/2018 18:33,SW
Eastbound John Laurie Boulevard and Mcknight Boulevard NW,3/28/2018 18:09,NW
Macleod Trail and Bannister Road SE,3/28/2018 18:06,SE
Southbound Macleod Trail and 38 Avenue SE,3/28/2018 18:03,SW
Macleod Trail and 61 Avenue SW,3/28/2018 16:48,SW
Northbound Stoney Trail approaching Peigan Trail SE,3/28/2018 14:32,SE
Country Hills Boulevard and Edgepark Boulevard NW,3/28/2018 11:24,NW
Centre Street and 72 Avenue NE,3/28/2018 11:11,NE
Northbound Deerfoot Trail approaching McKnight Boulevard NE,3/28/2018 10:57,NE
Northbound Macleod Trail and 25 Avenue SW,3/28/2018 10:53,SW
52 Street and Country Hills Boulevard NE,3/28/2018 8:27,NE
Northbound Deerfoot Trail and 16 Avenue NE,3/28/2018 0:11,NE
Southbound Deerfoot Trail at 64 Avenue NE,3/27/2018 22:11,NE
Panorama Hills Boulevard at Panamount Boulevard NW,3/27/2018 20:00,NW
Eastbound 16 Avenue east of 36 Street NE,3/27/2018 19:16,NE
Southbound 36 Street and Sunridge Wy NE,3/27/2018 19:01,NE
Southbound Deerfoot Trail and Southland Drive SE,3/27/2018 17:36,SE
Eastbound 16 Avenue approaching 52 Street NE,3/27/2018 14:26,NE
Shaganappi Trail at 128 Avenue NW,3/27/2018 13:58,NW
Westbound 32 Avenue and 12 Avenue NE,3/27/2018 13:40,NE
Westbound Glenmore Trail at Macleod Trail SW,3/27/2018 12:03,SW
90 Avenue and 52 Street SE,3/27/2018 9:35,SE
36 Street and 17 Avenue SE,3/26/2018 20:27,SE
Elbow Drive at Glenmore Trail SW,3/26/2018 20:25,SW
Northbound Stoney Trail at 16 Avenue NE,3/26/2018 19:10,NE
Seton Boulevard and Auburn Bay Gate SE,3/26/2018 18:52,SE
Southbound 36 Street and 12 Avenue NE,3/26/2018 17:25,NE
32 Avenue at Barlow Trail NE,3/26/2018 16:02,NE
52 Street and Marlborough Drive NE,3/26/2018 14:37,NE
Northbound 14 Street and 90 Avenue SW,3/26/2018 13:04,SW
Walden Gate at 194 Avenue SE,3/26/2018 12:16,SE
17 Avenue and 8 Street SW,3/26/2018 2:01,SW
Eastbound 16 Avenue and Home Road NW,3/25/2018 19:18,NW
